3580.84,3699.71
3045.98,3545.69
2962.4,2673.58
2444.67,2458.21
2358.03,2210.96
2343.52,2151.47
2228.2,2149.17
2149.17,2095.05
2081.92,2055.63
2055.63,2033.63
1927.63,2029.59
1927.63,1931.5
1927.63,1927.63
1927.63,1927.63
1916.14,1854.7
1868.76,1854.7
1789.7,1848.5
1754.86,1822.09
1754.46,1789.7
1739.2,1789.7
1734.82,1789.7
1734.82,1789.62
1683.75,1757.09
1656.42,1734.82
1656.42,1678.06
1647.7,1656.42
1577.5,1656.42
1570.18,1656.42
1570.18,1656.42
1570.18,1656.42
1518.7,1646.98
1518.7,1570.18
1518.7,1570.18
1518.7,1570.18
1518.7,1570.18
1518.7,1570.18
1518.7,1518.7
1518.7,1518.7
1518.7,1518.7
1468.98,1518.7
1458.1,1518.7
1452.76,1499.16
1428.09,1464.12
1409.85,1419.8
1387.45,1389.6
1367.38,1387.45
1359.2,1385.01
1358.56,1382.55
1339.8,1349.42
1323.75,1343.1
1323.75,1339.9
1323.75,1335.75
1314.78,1323.75
1297.57,1323.75
1297.57,1323.75
1268.57,1323.75
1266.77,1297.57
1259.73,1297.57
1250.66,1296.96
1247.22,1289.1
1243.98,1277.75
1234.91,1261.82
1216.4,1246
1203.36,1243.98
1188.86,1243.98
1169.38,1242.53
1160.83,1222.26
1160.1,1192.28
1160.1,1161.07
1160.1,1160.1
1160.1,1160.1
1160.1,1160.1
1160.1,1160.1
1160.1,1160.1
1160.1,1160.1
1159.31,1160.1
1148.3,1160.1
1105.41,1160.1
1104.88,1160.1
1079.73,1160.1
1068.94,1160.1
1062.49,1136.81
1037.05,1115.58
1019.7,1111.07
1001.96,1110.14
997.06,1089.5
994.92,1089.5
980.57,1086.77
968.38,1068.77
965.48,1068.76
965.48,1067.86
959.7,1054.72
959.32,1041.77
954.04,1039.8
936.37,1034.74
935.59,1028.89
919.79,1027.55
917.73,1019.7
917.73,1019.7
917.14,1019.54
909.7,1009.79
908.74,1007.63
901.79,999.23
899.9,997.06
899.9,997.06
899.75,997.06
899.6,997.06
899.5,997.06
899.46,996.64
890.59,995.4
890.57,989.64
889.66,989.64
883.12,989.54
874.3,989.5
869.7,982.79
866.17,980.49
859.7,962.82
859.7,959.52
855.07,949.7
854.55,948.52
852.66,948.46
851.19,935.82
846.19,935.71
839.9,935.57
839.9,935.57
836.75,929.7
836.12,926.82
836.04,917.56
824.32,909.62
824.32,909.62
824.32,909.62
824.32,909.62
824.32,908.57
818.73,899.9
814.35,899.5
812.91,890.57
809.91,889.66
809.72,879.2
809.72,872.16
809.7,871.22
809.7,863.4
808.95,856.81
807.66,856.15
801.02,856.09
799.8,853.53
799.8,853.23
793.95,852.66
793.21,852.66
793.21,851.83
791.59,849.7
773.73,846.02
773.41,846.02
769.87,842.21
769.37,839.9
769.37,839.9
765.96,839.9
764.75,839.9
764.75,839.9
764.75,839.7
763.43,838.5
761.43,836.73
761.43,824.32
759.8,824.32
759.8,821.67
759.8,818.73
756,818.73
755.91,818.73
755.91,813.36
755.91,809.91
755.91,809.91
755.91,809.7
755.91,809.7
755.91,809.7
755.91,807.66
755.91,807.66
755.91,807.66
749.9,807.66
749.9,807.66
749.9,802.16
749.9,800.75
749.9,800.75
749.9,800.29
749.9,799.8
749.9,797.22
749.9,793.95
748.73,793.95
747.52,793.95
739.97,793.21
736.35,773.73
736.35,761.07
736.35,759.8
734.69,759.6
733.66,755.91
733.66,755.91
733.66,755.91
732.03,755.91
728.73,755.91
728.73,755.91
728.73,755.91
728.73,755.91
724.81,755.91
723.03,755.91
723.01,755.91
719.82,750.19
719.82,749.9
719.82,749.9
719.7,749.9
716.1,749.9
716.1,749.9
714.61,749.9
710.21,749.9
709.9,749.9
709.9,749.9
709.9,749.9
709.9,747.52
709.9,747.52
709.89,747.52
706.46,740.21
706.22,736.35
706.22,735.93
706.2,735.86
706.2,733.66
702.36,733.66
702.36,733.66
702.36,728.73
702.36,728.73
702.36,728.73
702.36,719.82
702.36,719.7
702.36,719.7
702.36,719.7
702.36,719.7
702.36,719.7
701.83,716.1
699.98,714.61
699.72,714.61
699.7,714.61
699.7,714.61
696.24,714.61
692.44,714.61
691.11,714.61
690.03,712.73
680.95,706.22
680.95,706.22
680.95,706.2
680.95,702.38
680.95,702.36
679.6,702.36
678.11,702.36
675.18,702.36
675.18,702.36
674.91,702.36
674.91,702.36
674.91,702.36
674.91,699.8
674.91,699.7
674.91,696.03
674.91,692.73
674.91,692.44
674.91,692.44
674.91,690.03
674.91,686.83
674.91,683.56
674.91,680.95
674.91,680.95
674.91,679.6
674.91,679.09
673.54,674.91
670.3,674.91
669.9,674.91
669.9,674.91
669.9,674.91
669.9,674.91
669.9,674.91
669.9,674.91
669.9,674.91
669.9,669.9
669.9,669.9
664.28,669.9
662.72,669.9
662.72,669.9
656.84,669.9
656.84,669.9
656.84,669.9
656.84,669.9
656.84,669.9
656.84,669.9
656.84,668.83
654.6,662.72
652.45,662.72
652.2,656.84
647.65,656.84
639.59,656.84
638.91,656.84
638.91,656.84
638.91,651.09
638.91,649.57
638.91,647.73
638.91,647.73
638.91,642
638.91,639.62
638.91,639.35
635.61,638.91
635.61,638.91
635.61,638.91
635.61,638.91
635.59,638.91
635.59,638.91
635.59,638.91
635.59,638.91
632.13,638.91
632.13,638.77
632.13,637.42
632.13,635.61
632.13,635.61
632.13,635.59
632.13,635.59
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
632.13,632.13
630.2,630.2
629.83,629.84
629.55,629.75
629.55,629.55
629.46,628.49
615.21,623.61
612.67,623.61
612.67,623.61
612.67,623.61
612.67,623.61
612.67,623.61
611.66,623.61
606.19,623.61
602.91,621.27
602.91,619.14
602.91,615.21
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,612.67
602.91,611.66
602.91,609.57
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
602.91,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
600.39,602.91
599.9,602.91
599.9,602.91
599.9,602.83
599.9,600.39
599.9,600.39
599.8,600.39
599.8,600.39
599.61,599.9
599.61,599.9
599.52,599.9
599.52,599.9
599.52,599.9
599.52,599.9
599.52,599.9
594.52,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.9
590.49,599.61
589.7,599.52
584.62,599.52
579.7,599.52
575.75,599.52
572.69,597.01
569.61,595.87
569.42,595.46
569.42,595.3
566.6,590.49
566.6,590.49
566.6,590.49
566.6,590.49
566.59,590.49
566.4,590.49
566.4,590.49
566.4,590.49
566.4,584.62
566.4,583.16
566.4,575.75
566.4,575.75
566.4,569.7
566.4,569.42
566.4,566.6
566.4,566.6
566.4,566.6
566.4,566.6
566.4,566.59
566.4,566.4
566.4,566.4
566.4,566.4
564.72,566.4
564.66,566.4
561.25,566.4
561.25,566.4
561.25,566.4
561.25,566.4
561.25,566.4
561.25,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,566.4
560.34,561.25
560.34,561.25
560.34,561.25
560.34,561.25
560.34,561.25
560.34,561.25
560.34,560.97
560.34,560.34
560.34,560.34
549.72,560.34
549.72,560.34
549.3,560.34
548.74,560.34
548.62,560.34
545.68,560.34
543.74,560.34
540.36,560.34
540.36,560.34
540.36,560.34
540.36,560.34
540.36,560.34
540.36,560.34
540.36,557.66
540.36,557.66
540.36,551.87
540.36,548.62
540.36,548.62
539.91,543.74
539.91,543.74
539.91,543.74
539.91,543.74
539.91,543.74
539.91,543.74
539.91,543.74
539.91,540.36
539.91,540.36
539.91,540.36
539.91,540.36
539.91,540.36
539.91,540.36
539.7,540.36
529.8,540.36
521.7,539.91
519.9,539.91
519.9,539.91
519.9,539.91
519.9,539.91
509.77,539.91
509.77,539.91
509.77,539.84
509.77,539.7
509.77,530.07
509.77,524.85
509.77,524.82
509.77,519.9
509.77,519.9
509.77,519.9
509.77,519.9
509.77,519.9
509.77,519.9
509.77,519.7
509.77,512.76
509.77,511.7
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.77,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
509.75,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
508.42,509.77
499.83,509.77
499.8,509.77
499.8,509.75
499.8,509.75
499.72,509.75
498.1,509.75
494.76,509.75
489.37,509.75
489.37,509.75
489.37,509.75
489.37,509.75
489.37,509.51
489.37,509.51
488.91,508.42
485.73,508.42
482.74,508.42
482.74,508.42
482.74,508.42
479.72,508.42
469.81,508.42
467.91,508.42
467.91,508.42
467.91,508.42
467.91,508.42
467.42,508.42
458.78,503.82
458.78,499.8
458.78,499.8
458.78,499.72
458.78,499.72
458.78,499.72
458.78,499.7
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,489.37
458.78,482.74
458.78,479.72
458.78,476.75
449.9,476.75
449.9,469.81
449.9,469.7
449.9,467.91
449.82,467.91
449.82,467.91
449.82,467.91
449.75,467.91
449.73,467.91
449.73,462.18
449.72,458.78
449.72,458.78
445.41,458.78
439.6,458.78
439.6,458.78
439.6,458.78
439.6,458.78
429.9,458.78
429.9,458.78
429.9,458.78
429.9,458.78
429.9,458.78
422.74,458.78
422.74,458.78
409.71,458.78
409.6,458.78
404.92,458.78
404.92,458.78
404.92,458.78
404.92,458.78
404.92,458.78
404.92,458.57
404.92,458.57
404.92,458.57
404.92,449.9
404.92,449.9
404.92,449.9
404.92,449.9
404.92,449.9
404.92,449.9
404.92,449.82
404.76,449.82
404.76,449.82
399.9,449.75
399.9,449.75
399.9,449.75
399.9,449.75
399.9,449.73
399.9,449.73
399.9,449.73
399.9,449.73
399.9,449.72
399.9,449.72
399.9,448.12
399.9,447.01
399.9,439.6
399.9,439.6
399.9,439.6
399.9,439.6
399.9,439.6
399.9,438.7
399.9,431.76
399.9,429.9
399.9,429.9
399.9,429.9
399.9,429.9
395.65,429.9
386.91,429.9
386.91,422.83
386.91,422.74
386.91,422.74
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
386.91,404.92
379.9,404.76
379.9,399.9
379.9,399.9
379.9,399.9
379.9,399.9
379.9,399.9
368.75,399.9
368.75,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.9
359.91,399.61
359.91,395.65
359.91,392.05
359.91,386.91
359.91,386.91
359.91,386.91
359.91,385.7
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
359.91,379.9
349.9,373.72
349.9,368.75
349.9,368.75
349.9,368.75
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.9,359.91
349.81,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
341.92,359.91
340.11,359.91
339.92,359.91
339.8,359.91
339.8,359.91
339.8,359.91
339.8,359.91
339.8,359.91
339.8,359.91
339.8,359.75
339.8,359.75
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.9
314.92,349.7
314.92,349.7
314.92,341.92
314.92,341.92
314.92,341.92
314.92,341.92
314.92,341.92
314.92,341.92
314.83,341.92
314.73,341.92
314.73,341.92
314.56,341.92
305.83,341.92
305.83,341.92
305.83,341.92
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,339.8
305.83,314.92
305.83,314.92
305.83,314.92
305.83,314.92
305.83,314.92
305.83,314.92
305.83,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.9,314.92
299.81,314.92
299.81,314.92
299.81,314.92
296.2,314.92
279.9,314.92
279.9,314.92
279.9,314.92
279.9,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,314.92
269.92,305.83
269.92,305.83
269.92,305.83
269.92,305.83
269.92,305.83
269.68,305.83
251.91,305.83
251.91,305.83
251.91,305.83
251.91,305.83
251.91,305.83
251.91,305.83
251.91,305.83
251.91,299.9
251.91,299.9
251.91,299.9
249.9,299.9
249.9,299.9
249.9,299.9
249.9,299.9
249.9,299.9
249.9,297.3
249.9,288.84
249.9,279.9
249.9,279.9
249.9,279.9
249.9,279.9
249.9,279.9
249.9,279.9
249.9,269.92
249.9,269.92
249.9,269.92
249.9,269.92
249.9,269.92
249.9,269.92
249.9,269.92
243.15,269.92
228.05,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.92
224.91,269.83
224.91,251.91
224.91,251.91
224.91,251.91
224.91,251.91
224.91,251.91
224.91,251.91
179.8,249.9
179.8,249.9
179.8,249.9
172.58,249.9
143.63,249.9
139.82,249.9
133.58,249.9
131.93,249.9
129.84,249.9
129.84,249.9
129.84,249.9
129,249.9
129,249.9
129,249.9
129,249.9
120.6,229.66
120.23,224.91
99.82,224.91
99.82,224.91
89.84,224.91
89.84,224.91
89.84,224.91
69.91,224.91
69.91,224.91
69.91,224.91
62.92,224.91
62.92,224.91
54.91,224.91
36.9,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,224.91
,199.64
,179.82
,179.8
,146.58
,146.58
,146.58
,146.58
,143.63
,143.63
,143.33
,139.82
,133.58
,129
,124.82
,107.84
,106
,99.82
,99.82
,89.9
,89.84
,89.84
,89.84
,89.84
,89.84
,89.84
,89.84
,89.84
,86.1
,86.1
,69.91
,63.6
,62.92
,62.92
,58.8